left_out_color,sample_id,R_measured,G_measured,B_measured,L_corrected,a_corrected,b_corrected,L_ground_truth,a_ground_truth,b_ground_truth,delta_E,is_accurate
10,10,59,46,76,27.763682679455652,24.14522795492526,-24.818581540638537,32.27837970101884,25.28823142521866,-29.718137425454938,6.759777658921433,False
11,11,101,126,35,69.04658696157055,-39.22173897730878,60.15221842327793,85.6814978348448,-40.170075615230786,60.931991644172044,16.680157325895543,False
11,11,105,129,39,70.55832838785155,-39.03644118754753,60.36378029450364,85.6814978348448,-40.170075615230786,60.931991644172044,15.176239497187408,False
11,11,106,131,50,67.89682069501298,-34.35632982027442,56.337903477351816,85.6814978348448,-40.170075615230786,60.931991644172044,19.266552032497856,False
11,11,104,130,56,68.88893238844594,-34.274308751639936,53.04718035655189,85.6814978348448,-40.170075615230786,60.931991644172044,19.465882210236124,False
11,11,112,139,72,71.24000455570783,-31.534769954322336,48.515456199988776,85.6814978348448,-40.170075615230786,60.931991644172044,20.911613625575033,False
11,11,96,124,41,67.43139297282676,-38.212634168096386,59.01496555823277,85.6814978348448,-40.170075615230786,60.931991644172044,18.454617132516894,False
11,11,101,127,41,68.5194791055052,-38.45862871919795,59.93408017837094,85.6814978348448,-40.170075615230786,60.931991644172044,17.275988094396258,False
11,11,100,127,40,66.25750652502819,-36.59949372836678,59.128349600930385,85.6814978348448,-40.170075615230786,60.931991644172044,19.831631754214822,False
11,11,99,128,38,69.2919376444921,-41.51666752822184,62.89099652735876,85.6814978348448,-40.170075615230786,60.931991644172044,16.56105954175869,False
11,11,104,130,40,69.91979476071342,-38.90095175308535,61.86415961570056,85.6814978348448,-40.170075615230786,60.931991644172044,15.840167180358087,False
11,11,94,144,21,75.53694094005745,-52.82447973803687,75.29309180386961,85.6814978348448,-40.170075615230786,60.931991644172044,21.663037092977866,False
11,11,85,134,21,71.98969393438314,-51.719668287682886,71.3762221473891,85.6814978348448,-40.170075615230786,60.931991644172044,20.73500749342971,False
11,11,93,137,26,74.42239872318234,-50.13720530130927,70.75893806390961,85.6814978348448,-40.170075615230786,60.931991644172044,17.963292095875367,False
11,11,100,143,36,75.4348183900209,-47.70294308899685,69.27556794365131,85.6814978348448,-40.170075615230786,60.931991644172044,15.21031878323172,False
11,11,111,151,55,77.71272397069215,-43.60065049983249,62.779461611585916,85.6814978348448,-40.170075615230786,60.931991644172044,8.870363364448977,False
11,11,89,133,21,71.26529851508614,-48.67462415195883,70.02933064282416,85.6814978348448,-40.170075615230786,60.931991644172044,19.050347122742146,False
11,11,93,137,24,73.6248459005019,-49.039990888886116,70.75536237013898,85.6814978348448,-40.170075615230786,60.931991644172044,17.903543371285554,False
11,11,95,140,23,75.4883343077169,-50.253580501468655,72.57323756045177,85.6814978348448,-40.170075615230786,60.931991644172044,18.46879151338422,False
11,11,94,139,23,74.61114106917638,-49.99320762597324,72.0870274451968,85.6814978348448,-40.170075615230786,60.931991644172044,18.533255114571688,False
11,11,89,136,22,74.96204751620827,-52.32973576618819,71.80564346553916,85.6814978348448,-40.170075615230786,60.931991644172044,19.519227803702147,False
12,12,195,114,27,72.69123229019617,27.073904894426523,71.4458965994881,74.75618033618932,24.723262517218902,75.07963868721954,4.79516543805593,False
12,12,197,120,38,73.34693645190303,24.509387156777862,71.25518054801354,74.75618033618932,24.723262517218902,75.07963868721954,4.08144472628763,False
12,12,199,123,47,73.9819822403548,24.65210089046417,67.45645770755779,74.75618033618932,24.723262517218902,75.07963868721954,7.662723727069436,False
12,12,190,123,55,72.69955098313362,21.9777022323967,61.64150645401217,74.75618033618932,24.723262517218902,75.07963868721954,13.869074355940635,False
12,12,194,125,60,73.89432912019457,22.756878499765556,60.01156283767313,74.75618033618932,24.723262517218902,75.07963868721954,15.22026160847084,False
12,12,190,111,26,70.91421286355549,27.101799438423768,71.44348964092778,74.75618033618932,24.723262517218902,75.07963868721954,5.799976882122856,False
12,12,191,111,24,72.89573445085209,24.846237463784462,72.06434524675034,74.75618033618932,24.723262517218902,75.07963868721954,3.5451905818852185,False
12,12,192,112,27,72.65524109347754,25.960332615792233,72.0294438294668,74.75618033618932,24.723262517218902,75.07963868721954,3.904865785223844,False
12,12,187,112,30,71.54106905173144,24.5410333669735,71.29140471441274,74.75618033618932,24.723262517218902,75.07963868721954,4.9720081121590285,False
12,12,187,112,29,70.28091456176764,24.747433980757016,72.46989243509496,74.75618033618932,24.723262517218902,75.07963868721954,5.180672110048837,False
12,12,191,117,16,79.1911991509172,21.36688351691558,75.85856242447699,74.75618033618932,24.723262517218902,75.07963868721954,5.616172546239169,False
12,12,192,118,20,78.02942060739127,21.910375184004288,74.85355829961415,74.75618033618932,24.723262517218902,75.07963868721954,4.32175304292567,False
12,12,192,119,23,78.90275271558124,20.639604025609945,74.19302694918636,74.75618033618932,24.723262517218902,75.07963868721954,5.886969470588768,False
12,12,191,124,35,79.44980543748078,17.78679952657678,70.82319076159976,74.75618033618932,24.723262517218902,75.07963868721954,9.394784955257574,False
12,12,194,130,44,80.82608698867689,16.6177902831365,68.04627437133465,74.75618033618932,24.723262517218902,75.07963868721954,12.329260339021019,False
12,12,192,119,22,79.11091898377967,19.88541508150354,74.76281379186071,74.75618033618932,24.723262517218902,75.07963868721954,6.51681628668431,False
12,12,193,120,25,78.73487541681959,21.11756383161974,73.3521638621678,74.75618033618932,24.723262517218902,75.07963868721954,5.640500583029011,False
12,12,192,119,25,78.22613528656639,21.33527655256433,72.88390483752757,74.75618033618932,24.723262517218902,75.07963868721954,5.323559278624205,False
12,12,193,120,26,79.58580512614883,20.58090805122631,74.17503514949139,74.75618033618932,24.723262517218902,75.07963868721954,6.42671640063497,False
12,12,190,120,25,80.8356229633004,18.411621045116224,74.18495185053345,74.75618033618932,24.723262517218902,75.07963868721954,8.80891056058813,False
13,13,49,61,104,28.277494837351703,18.98866883854936,-40.24306257578633,27.61670543972088,24.85549207909743,-49.233090828655214,10.755318012557185,False
13,13,53,65,105,31.32709548352099,16.87456886174267,-34.632470306428715,27.61670543972088,24.85549207909743,-49.233090828655214,17.048174368902522,False
13,13,46,59,101,29.816323213672984,18.055387232501758,-36.27430714211806,27.61670543972088,24.85549207909743,-49.233090828655214,14.79898033347708,False
13,13,52,64,105,31.42774493640144,18.625048265269854,-34.923669782445806,27.61670543972088,24.85549207909743,-49.233090828655214,16.06555267770836,False
13,13,62,75,119,35.860721374586255,20.056934681182636,-36.35488806748631,27.61670543972088,24.85549207909743,-49.233090828655214,16.026167919785923,False
13,13,45,57,99,29.964793842401967,18.423223218327553,-38.05783902581442,27.61670543972088,24.85549207909743,-49.233090828655214,13.106252504088715,False
13,13,47,59,103,28.943916083091782,19.21307242684934,-39.37628058137141,27.61670543972088,24.85549207909743,-49.233090828655214,11.434819450910078,False
13,13,51,64,109,29.382742922530877,19.57973960691778,-40.96399176506346,27.61670543972088,24.85549207909743,-49.233090828655214,9.966466367870488,False
13,13,54,69,118,27.663386096387768,23.07919245515171,-44.42480800883974,27.61670543972088,24.85549207909743,-49.233090828655214,5.1261099396198295,False
13,13,50,66,116,26.993062407673833,23.286538332011357,-43.675924739770416,27.61670543972088,24.85549207909743,-49.233090828655214,5.807980839445619,False
13,13,22,32,91,19.359382046214716,34.73841483501725,-54.07275117746639,27.61670543972088,24.85549207909743,-49.233090828655214,13.757829193454798,False
13,13,26,38,98,19.65889303606706,35.77677109982623,-55.944736229839044,27.61670543972088,24.85549207909743,-49.233090828655214,15.087985209814782,False
13,13,30,41,97,21.11182386961864,32.90015549370396,-52.54059105292006,27.61670543972088,24.85549207909743,-49.233090828655214,10.861383495157355,False
13,13,32,42,93,25.994089008877978,27.437375459335133,-47.28900049156928,27.61670543972088,24.85549207909743,-49.233090828655214,3.6164199299223974,False
13,13,37,49,99,30.167544227854137,24.780293849550244,-45.88146277040429,27.61670543972088,24.85549207909743,-49.233090828655214,4.212581623853361,False
13,13,28,38,91,26.040654648295664,27.906785998372865,-49.368560913721794,27.61670543972088,24.85549207909743,-49.233090828655214,3.4369583679333733,False
13,13,30,41,95,25.300149285483855,30.67163413907853,-51.09271717180948,27.61670543972088,24.85549207909743,-49.233090828655214,6.530861429686589,False
13,13,30,40,94,25.818100814336386,30.485132128272372,-50.513548443507375,27.61670543972088,24.85549207909743,-49.233090828655214,6.047098261576525,False
13,13,27,38,92,25.826713539377206,29.323093554644153,-50.08241192782857,27.61670543972088,24.85549207909743,-49.233090828655214,4.887216004752016,False
13,13,29,40,94,26.981503896459067,28.942789617664708,-49.98127472667257,27.61670543972088,24.85549207909743,-49.233090828655214,4.20348204642208,False
14,14,71,108,56,60.39075854454918,-35.31755779999982,36.339713075887396,55.30721472902971,-37.76940449923305,28.45727389995858,9.694679846341728,False
14,14,75,112,62,60.46996217140858,-33.93637850939602,35.85638071678765,55.30721472902971,-37.76940449923305,28.45727389995858,9.802695092646822,False
14,14,75,111,63,61.87576716538051,-33.5104563226662,33.69585744005507,55.30721472902971,-37.76940449923305,28.45727389995858,9.419515814857045,False
14,14,78,114,69,60.35919509809242,-30.29652523407524,31.43873074431419,55.30721472902971,-37.76940449923305,28.45727389995858,9.500290262711735,False
14,14,84,119,79,62.153276454898936,-26.890520641411307,28.78690851351455,55.30721472902971,-37.76940449923305,28.45727389995858,12.857967729188006,False
14,14,65,101,55,58.96141962556741,-34.36464971322458,34.50347793739711,55.30721472902971,-37.76940449923305,28.45727389995858,7.842330765854347,False
14,14,65,98,53,55.97862092043172,-31.34310265086169,32.78024871328744,55.30721472902971,-37.76940449923305,28.45727389995858,7.774075697914818,False
14,14,75,114,59,59.50018248761857,-35.029286330064814,36.86671920760244,55.30721472902971,-37.76940449923305,28.45727389995858,9.788155933975762,False
14,14,72,111,59,58.935310994934525,-35.20699928366852,37.38804342853635,55.30721472902971,-37.76940449923305,28.45727389995858,9.974349471318815,False
14,14,69,111,61,56.74299014852519,-33.00804151326602,36.7258584294398,55.30721472902971,-37.76940449923305,28.45727389995858,9.648912822724666,False
14,14,40,100,37,62.087095188183646,-46.485604907579734,44.13568317182853,55.30721472902971,-37.76940449923305,28.45727389995858,19.1768466097828,False
14,14,43,105,38,63.80093985207451,-49.442693665243155,47.09088575775839,55.30721472902971,-37.76940449923305,28.45727389995858,23.57160446991823,False
14,14,48,107,44,64.27907486196021,-47.66700843221337,44.127661877645785,55.30721472902971,-37.76940449923305,28.45727389995858,20.591694860556256,False
14,14,72,120,70,66.26751222860771,-35.832505120509964,32.994561474594065,55.30721472902971,-37.76940449923305,28.45727389995858,12.0194292301047,False
14,14,46,105,41,61.41071553182098,-45.58374737916697,43.88966378032674,55.30721472902971,-37.76940449923305,28.45727389995858,18.343263998387457,False
14,14,50,109,43,63.471849634495605,-46.07758942084256,44.939000528174404,55.30721472902971,-37.76940449923305,28.45727389995858,20.1825298830065,False
14,14,49,108,42,63.76699405639536,-46.35122929212609,45.07603228077168,55.30721472902971,-37.76940449923305,28.45727389995858,20.527998274636584,False
14,14,50,109,46,65.84390637956325,-47.24036757723744,43.82704827462068,55.30721472902971,-37.76940449923305,28.45727389995858,20.903372380823278,False
14,14,47,107,45,64.71008424471593,-46.47292219375447,43.50494463601683,55.30721472902971,-37.76940449923305,28.45727389995858,19.763541432868063,False
14,14,45,103,42,63.49746455649074,-45.74404592173878,43.29611690303641,55.30721472902971,-37.76940449923305,28.45727389995858,18.731427060524826,False
15,15,150,45,42,43.8465717454437,55.30713737695154,32.59578964788913,40.36586042798924,54.41996140632907,29.722641237073667,4.599718933682454,False
15,15,155,53,51,43.04308831473434,56.96937330508235,30.62797435253684,40.36586042798924,54.41996140632907,29.722641237073667,3.8061369177979767,False
15,15,158,58,56,44.2445082119751,56.84761119681756,28.77248729497675,40.36586042798924,54.41996140632907,29.722641237073667,4.6733483340277076,False
15,15,161,62,58,47.59465843972357,53.18939730762788,29.613756021157545,40.36586042798924,54.41996140632907,29.722641237073667,7.333598344994873,False
15,15,157,65,64,49.514718395603886,50.6717148749984,25.19400010012038,40.36586042798924,54.41996140632907,29.722641237073667,10.874720443235493,False
15,15,154,47,41,47.329717270286146,54.01227806462472,36.09243884855671,40.36586042798924,54.41996140632907,29.722641237073667,9.446471798421026,False
15,15,156,47,41,46.13330790812737,54.97448141101123,36.299690236036554,40.36586042798924,54.41996140632907,29.722641237073667,8.76518775648891,False
15,15,154,46,44,43.4482052839978,57.69482891422928,33.069527357955096,40.36586042798924,54.41996140632907,29.722641237073667,5.606001579718977,False
15,15,153,45,43,44.072697210397564,56.812083429799195,32.7386611500005,40.36586042798924,54.41996140632907,29.722641237073667,5.3440867154039795,False
15,15,158,46,44,43.49196169958485,59.45322094263172,35.15803035148177,40.36586042798924,54.41996140632907,29.722641237073667,8.040501572979094,False
15,15,162,30,25,50.5808715389588,65.36024879324717,46.4889372522814,40.36586042798924,54.41996140632907,29.722641237073667,22.47543152366961,False
15,15,160,35,29,48.000454023126416,63.88354815283536,43.32461261074371,40.36586042798924,54.41996140632907,29.722641237073667,18.244454464896954,False
15,15,160,39,31,48.300919742989755,62.42040310059551,42.466875524299574,40.36586042798924,54.41996140632907,29.722641237073667,17.01140033047361,False
15,15,164,53,46,49.38956139208876,59.83010258321078,35.096931946227166,40.36586042798924,54.41996140632907,29.722641237073667,11.81438983908078,False
15,15,170,62,58,52.161417073068336,58.406463523660385,30.66197822819278,40.36586042798924,54.41996140632907,29.722641237073667,12.486380968144507,False
15,15,145,32,26,46.64889199676038,58.508951108507446,40.27878399327133,40.36586042798924,54.41996140632907,29.722641237073667,12.94714147477813,False
15,15,148,34,28,49.9418355713398,57.01841162904825,41.34896974972801,40.36586042798924,54.41996140632907,29.722641237073667,15.28472303282518,False
15,15,150,35,30,50.52106322477701,57.614194281273754,40.617664817873774,40.36586042798924,54.41996140632907,29.722641237073667,15.232623094183545,False
15,15,148,35,29,49.30586409198853,56.90531173535499,40.677872596224596,40.36586042798924,54.41996140632907,29.722641237073667,14.356800684791647,False
15,15,151,36,31,48.438299790640755,59.282944353124094,40.334510698308264,40.36586042798924,54.41996140632907,29.722641237073667,14.192415364087548,False
16,16,197,152,5,93.39183306391057,-3.380748232284609,90.4566472024593,89.28729453473801,-9.369011819826301,86.64778896041108,8.198410726437068,False
16,16,202,154,30,93.47950942091978,-0.6761817153193538,86.21276210956587,89.28729453473801,-9.369011819826301,86.64778896041108,9.660704386259969,False
16,16,199,153,42,89.76635112211659,1.5865583614098977,81.68420941762776,89.28729453473801,-9.369011819826301,86.64778896041108,12.037073360557361,False
16,16,197,155,52,90.75524376996742,0.3682780843023313,77.93393401993926,89.28729453473801,-9.369011819826301,86.64778896041108,13.1491808702231,False
16,16,188,151,61,89.6907695071339,-0.9290953785387849,70.14571726770305,89.28729453473801,-9.369011819826301,86.64778896041108,18.53950786133604,False
16,16,199,151,24,90.47528770234462,1.4351445316669438,88.05495201443503,89.28729453473801,-9.369011819826301,86.64778896041108,10.959983124731618,False
16,16,201,153,16,93.01543682988397,-0.05687544019825268,89.46606602119506,89.28729453473801,-9.369011819826301,86.64778896041108,10.419098546274988,False
16,16,202,156,12,94.89152527882847,-3.086405940477491,91.66267641196026,89.28729453473801,-9.369011819826301,86.64778896041108,9.799369113363495,False
16,16,202,155,16,92.74395547896249,-0.7052234156541726,90.18624546846057,89.28729453473801,-9.369011819826301,86.64778896041108,9.976492813356412,False
16,16,203,154,23,92.56805491263376,0.20018842938531675,90.13304804231565,89.28729453473801,-9.369011819826301,86.64778896041108,10.699533304526916,False
16,16,191,155,15,93.60319210023583,-5.478463876659067,88.95240377919238,89.28729453473801,-9.369011819826301,86.64778896041108,6.250966689792803,False
16,16,194,159,16,94.6923060202135,-6.764082642696316,90.00348912327541,89.28729453473801,-9.369011819826301,86.64778896041108,6.874629354302146,False
16,16,198,162,21,96.00224816685405,-6.914776232428923,90.25417706098989,89.28729453473801,-9.369011819826301,86.64778896041108,8.00749085119131,False
16,16,198,165,33,94.72563272100092,-7.16208986105277,87.05033529451654,89.28729453473801,-9.369011819826301,86.64778896041108,5.882862424992099,False
16,16,186,157,39,92.5712878872817,-7.661993599552456,80.49593474871502,89.28729453473801,-9.369011819826301,86.64778896041108,7.1794034421991215,False
16,16,188,151,18,93.7665568107725,-5.363582258581326,86.42372697617591,89.28729453473801,-9.369011819826301,86.64778896041108,6.0131073730958935,False
16,16,189,152,19,95.23827599959027,-6.517584066681466,86.42822180960111,89.28729453473801,-9.369011819826301,86.64778896041108,6.6025018258334915,False
16,16,188,151,19,94.99870775519419,-6.662976012022698,86.43247639944371,89.28729453473801,-9.369011819826301,86.64778896041108,6.323703840853654,False
16,16,186,151,20,93.72744472691708,-5.875227255310838,85.46352456615863,89.28729453473801,-9.369011819826301,86.64778896041108,5.772689708259791,False
16,16,186,151,18,94.44351767348344,-6.411300532131664,86.48485791087805,89.28729453473801,-9.369011819826301,86.64778896041108,5.946531732429584,False
17,17,133,72,105,42.22521678639541,42.830637913008374,-18.50535102646046,51.268929966402126,53.380608897211744,-21.531991632870138,14.221504463667976,False
17,17,134,76,108,40.55032015513042,43.41374483651778,-17.733109227396152,51.268929966402126,53.380608897211744,-21.531991632870138,15.121457701599502,False
17,17,132,83,115,43.999156411298195,40.283547638494724,-16.89434074524935,51.268929966402126,53.380608897211744,-21.531991632870138,15.680893689854688,False
17,17,135,90,123,46.579361198622095,38.677501652213984,-17.961118232308735,51.268929966402126,53.380608897211744,-21.531991632870138,15.840598307149907,False
17,17,133,89,120,47.77710634100783,35.52174774584578,-15.845946629703679,51.268929966402126,53.380608897211744,-21.531991632870138,19.06470198121818,False
17,17,129,72,107,42.50328863129462,41.317000497171634,-17.951701851805193,51.268929966402126,53.380608897211744,-21.531991632870138,15.335761818757542,False
17,17,143,72,106,45.89702570737144,46.79095774585181,-16.58034232456842,51.268929966402126,53.380608897211744,-21.531991632870138,9.838683272532771,False
17,17,144,74,110,43.12525861524446,47.7119528777593,-16.920464291403743,51.268929966402126,53.380608897211744,-21.531991632870138,10.941628240971845,False
17,17,132,76,113,43.50710797253263,41.78645503387186,-17.98392174304691,51.268929966402126,53.380608897211744,-21.531991632870138,14.396495560183583,False
17,17,132,75,112,41.05558519954942,44.39568063581331,-18.417737715381897,51.268929966402126,53.380608897211744,-21.531991632870138,13.954924745467629,False
17,17,121,51,97,41.597219306087936,51.380597701173684,-23.659471486574407,51.268929966402126,53.380608897211744,-21.531991632870138,10.102880896508198,False
17,17,121,54,97,42.02645221276858,48.43702001053653,-22.494745302135545,51.268929966402126,53.380608897211744,-21.531991632870138,10.525652508730927,False
17,17,123,56,97,42.35837242830466,47.93022569488022,-20.942425162328526,51.268929966402126,53.380608897211744,-21.531991632870138,10.461945388654543,False
17,17,124,64,102,43.817891426749796,45.17440844884792,-20.703307024487515,51.268929966402126,53.380608897211744,-21.531991632870138,11.115143692201249,False
17,17,106,59,91,38.71259313933239,38.60180605375482,-18.45635722795361,51.268929966402126,53.380608897211744,-21.531991632870138,19.63502317272135,False
17,17,121,56,98,40.39026978830206,48.79345647882677,-22.158519561339943,51.268929966402126,53.380608897211744,-21.531991632870138,11.822848718698383,False
17,17,114,52,91,43.02572094087868,44.51205121501142,-20.625569689758585,51.268929966402126,53.380608897211744,-21.531991632870138,12.14180427860455,False
17,17,113,51,90,42.76737498193933,44.13145567981719,-20.094141880571843,51.268929966402126,53.380608897211744,-21.531991632870138,12.644788820018643,False
17,17,116,54,93,43.57601575944252,45.494982490983645,-20.52689042210999,51.268929966402126,53.380608897211744,-21.531991632870138,11.062290054871747,False
17,17,123,58,100,42.389838048610244,48.134088846494784,-21.79798623102058,51.268929966402126,53.380608897211744,-21.531991632870138,10.316733933441215,False
18,18,41,120,143,61.83050625113908,-13.710810957858529,-29.730341971651224,54.40788104906747,-20.71930184044546,-24.688907726537046,11.38553330281646,False
18,18,49,125,149,60.968755081804254,-11.11214480004131,-29.3897493392838,54.40788104906747,-20.71930184044546,-24.688907726537046,12.547527499095523,False
18,18,54,130,155,63.27520203290823,-10.828216459858561,-29.4485726524336,54.40788104906747,-20.71930184044546,-24.688907726537046,14.110895139690198,False
18,18,59,133,159,63.61811888070728,-9.393644026997924,-29.800678010518137,54.40788104906747,-20.71930184044546,-24.688907726537046,15.467035955827688,False
18,18,64,130,153,65.73936173490918,-10.365773282371437,-26.837076682804057,54.40788104906747,-20.71930184044546,-24.688907726537046,15.498794727369201,False
18,18,48,126,148,64.84035414636472,-16.060933386025233,-29.084946633759056,54.40788104906747,-20.71930184044546,-24.688907726537046,12.241815619293488,False
18,18,50,130,152,65.01874712902651,-15.626210558569678,-29.412384594043377,54.40788104906747,-20.71930184044546,-24.688907726537046,12.68232200703845,False
18,18,55,140,161,66.46648875928074,-16.897671898908314,-29.93124819479902,54.40788104906747,-20.71930184044546,-24.688907726537046,13.69295471781183,False
18,18,54,143,166,68.49825201829829,-17.981661580140237,-30.283799269181422,54.40788104906747,-20.71930184044546,-24.688907726537046,15.40571451180828,False
18,18,46,131,154,66.09620225279839,-16.007701463877645,-29.312355075894978,54.40788104906747,-20.71930184044546,-24.688907726537046,13.42357240314011,False
18,18,6,115,145,61.29951218258176,-10.86674943969617,-36.970083399759645,54.40788104906747,-20.71930184044546,-24.688907726537046,17.187048740446645,False
18,18,10,117,149,60.657595733112,-9.49542720348377,-38.54008908306346,54.40788104906747,-20.71930184044546,-24.688907726537046,18.89151980306451,False
18,18,11,108,137,60.50448727558112,-10.466610083356585,-35.269188449144366,54.40788104906747,-20.71930184044546,-24.688907726537046,15.944548783713488,False
18,18,21,113,143,61.56807771661105,-9.479993575552626,-36.581054066031754,54.40788104906747,-20.71930184044546,-24.688907726537046,17.860952134506938,False
18,18,33,120,147,63.142611843084396,-9.93646356957552,-34.0488306542638,54.40788104906747,-20.71930184044546,-24.688907726537046,16.738377473120565,False
18,18,9,107,136,58.602038755386275,-9.697705050045787,-35.705742656936465,54.40788104906747,-20.71930184044546,-24.688907726537046,16.13806700194576,False
18,18,11,109,137,61.004974495301816,-11.61677265008159,-34.87292203415252,54.40788104906747,-20.71930184044546,-24.688907726537046,15.168778033101125,False
18,18,12,110,139,61.62030997162177,-10.563609979419937,-35.86780068964315,54.40788104906747,-20.71930184044546,-24.688907726537046,16.736930902037596,False
18,18,11,106,135,58.88575628818218,-9.50476578083873,-35.63275960403312,54.40788104906747,-20.71930184044546,-24.688907726537046,16.296781265202974,False
18,18,10,108,137,60.84195865403733,-9.323859094126135,-35.61555568311982,54.40788104906747,-20.71930184044546,-24.688907726537046,17.04831679605089,False
19,19,196,190,176,100.0,-1.1811052468678649,6.364575294028123,98.96399275988765,-0.0024330125741878206,0.0046118609988266,6.550703329179995,False
19,19,194,192,179,100.0,-0.6243864009183221,4.5945790278440235,98.96399275988765,-0.0024330125741878206,0.0046118609988266,4.7463602488174965,False
19,19,195,192,182,100.0,-0.2345700659161409,4.025427452880611,98.96399275988765,-0.0024330125741878206,0.0046118609988266,4.158624368348164,False
19,19,188,189,183,97.95995203957466,0.4059998459847628,1.624981231500334,98.96399275988765,-0.0024330125741878206,0.0046118609988266,1.9494902064018447,True
19,19,190,191,186,97.22565660189083,2.8337561161269766,0.7751817528960572,98.96399275988765,-0.0024330125741878206,0.0046118609988266,3.4146096892998328,False
19,19,192,194,191,97.42187082840393,2.725575713689395,0.05380522311625702,98.96399275988765,-0.0024330125741878206,0.0046118609988266,3.1341014101349294,False
19,19,192,190,177,100.0,-2.253498957016783,5.406800129351578,98.96399275988765,-0.0024330125741878206,0.0046118609988266,5.9434204776813955,False
19,19,189,188,177,100.0,-2.0858299739942083,4.695341282521909,98.96399275988765,-0.0024330125741878206,0.0046118609988266,5.236105079766989,False
19,19,188,188,178,98.76486998159373,-0.13526913535591323,3.76322816666746,98.96399275988765,-0.0024330125741878206,0.0046118609988266,3.7662304562505593,False
19,19,187,187,176,100.0,-3.522353389552122,5.617282361685978,98.96399275988765,-0.0024330125741878206,0.0046118609988266,6.705611128831843,False
19,19,174,176,165,95.9953190734572,0.38577285901562985,1.6204179961880385,98.96399275988765,-0.0024330125741878206,0.0046118609988266,3.402140020892212,False
19,19,182,182,170,96.15586798460683,1.8315882622169086,2.3080969726296265,98.96399275988765,-0.0024330125741878206,0.0046118609988266,4.068813395750296,False
19,19,183,185,174,96.56076526847174,1.546486175150104,1.1800003316533223,98.96399275988765,-0.0024330125741878206,0.0046118609988266,3.0913089594126912,False
19,19,183,184,176,96.42810326771523,1.5493656700049951,0.3099890679700737,98.96399275988765,-0.0024330125741878206,0.0046118609988266,2.9886568732965184,False
19,19,186,188,179,95.70182267218516,2.499393341750548,0.8422951031499577,98.96399275988765,-0.0024330125741878206,0.0046118609988266,4.195545495221745,False
19,19,181,181,169,94.52753282245241,2.16174377703248,2.2874070394309536,98.96399275988765,-0.0024330125741878206,0.0046118609988266,5.438473294943444,False
19,19,181,181,169,94.91906983289742,2.047162758176164,2.305047647962418,98.96399275988765,-0.0024330125741878206,0.0046118609988266,5.084707377884365,False
19,19,181,183,172,96.0468074610259,1.403386099890431,1.259713997572023,98.96399275988765,-0.0024330125741878206,0.0046118609988266,3.4729783785817707,False
19,19,181,183,172,97.63702957066513,-0.40238156495869687,2.4750204228495556,98.96399275988765,-0.0024330125741878206,0.0046118609988266,2.832615154335553,False
19,19,181,182,174,96.1273991992077,2.2930025901608415,0.5598110965907005,98.96399275988765,-0.0024330125741878206,0.0046118609988266,3.691007156047825,False
20,20,174,171,162,89.06636286860036,0.5797159371442316,1.2445137638902264,91.29298657001617,-0.002270669095361111,0.004304133218835382,2.614322368331603,False
20,20,170,168,157,88.51144745171675,-0.8301959211032867,2.7426792750070645,91.29298657001617,-0.002270669095361111,0.004304133218835382,3.990127630378007,False
20,20,168,169,163,89.74509162201605,-1.6112870634836762,1.2484201230320164,91.29298657001617,-0.002270669095361111,0.004304133218835382,2.555921971337056,False
20,20,167,169,164,87.8551414799045,0.8189356313049848,-0.20998382407075017,91.29298657001617,-0.002270669095361111,0.004304133218835382,3.5410560543517873,False
20,20,180,181,176,90.50038297968479,1.6139029619170655,-0.4091191413623569,91.29298657001617,-0.002270669095361111,0.004304133218835382,1.8469316340762383,True
20,20,173,170,160,90.5066294952313,-2.010192019966798,2.933948297860648,91.29298657001617,-0.002270669095361111,0.004304133218835382,3.6377081427417215,False
20,20,172,170,159,92.24215169665726,-4.003919281379979,3.777613138876097,91.29298657001617,-0.002270669095361111,0.004304133218835382,5.5813947097482,False
20,20,171,171,163,89.44326663010668,-1.0192023083990691,1.4338052069870468,91.29298657001617,-0.002270669095361111,0.004304133218835382,2.5493307229585116,False
20,20,164,167,161,89.75277367389843,-3.205118864855283,1.5853087202961145,91.29298657001617,-0.002270669095361111,0.004304133218835382,3.8897387874778135,False
20,20,160,166,166,85.0903706691482,2.3227507109570977,-3.106719881651534,91.29298657001617,-0.002270669095361111,0.004304133218835382,7.318240147228113,False
20,20,157,162,156,86.73569415392161,0.7246019460937021,-1.3731760637326555,91.29298657001617,-0.002270669095361111,0.004304133218835382,4.816088626416487,False
20,20,165,168,159,86.85201841347926,1.9308396236841412,-0.4982916856294866,91.29298657001617,-0.002270669095361111,0.004304133218835382,4.869467745919334,False
20,20,169,170,162,87.44655310990719,3.328275028970095,-1.0661108999037954,91.29298657001617,-0.002270669095361111,0.004304133218835382,5.199362783369055,False
20,20,170,173,166,87.87310898099426,3.052593138359982,-2.2099097660765628,91.29298657001617,-0.002270669095361111,0.004304133218835382,5.092199799480357,False
20,20,162,165,158,86.97066280296829,2.415448989213073,-1.504310334711142,91.29298657001617,-0.002270669095361111,0.004304133218835382,5.177235623979813,False
20,20,153,156,147,85.75865923419326,-0.25163045435003256,0.2818506749299027,91.29298657001617,-0.002270669095361111,0.004304133218835382,5.546890249982843,False
